Year,Background,Index,Period_1_commu,Period_2_commu,Period_3_commu,Period_1_commu_internal,Period_2_commu_internal,Period_3_commu_internal
2014.0,communication,10374,,45.0,23.0,,5.0,1.0
2010.0,computer science,11764,,,3.0,,,
2013.0,information science & library science,10918,,7.0,3.0,,,
2013.0,communication,10745,,,19.0,,,1.0
2010.0,geography,11717,,29.0,29.0,,,
2015.0,computer science,9477,,,7.0,,,34.0
2013.0,computer science,10920,,47.0,7.0,,,1.0
2013.0,computer science,10649,,3.0,2.0,,,1.0
2014.0,psychology,10259,,3.0,2.0,,,1.0
2016.0,computer science,8194,,,7.0,,,1.0
2015.0,computer science,9484,,,7.0,,,1.0
2014.0,multidisciplinary sciences,10495,,,,,,
2014.0,computer science,10352,,,41.0,,,
2014.0,geography,10305,,61.0,4.0,,,3.0
2014.0,computer science,10335,,61.0,4.0,,,3.0
2014.0,computer science,9928,,,7.0,,,1.0
2014.0,computer science,9929,,,7.0,,,
2014.0,computer science,9931,,,7.0,,,1.0
2011.0,computer science,11552,,14.0,72.0,,4.0,4.0
2013.0,computer science,10636,,,77.0,,,
2012.0,computer science,11288,,40.0,45.0,,,
2014.0,communication,10187,,,18.0,,,1.0
2013.0,oncology,10911,,4.0,1.0,,1.0,2.0
2011.0,computer science,11545,,48.0,7.0,,,
2013.0,communication,10860,,2.0,5.0,,,1.0
2012.0,computer science,11078,,21.0,32.0,,7.0,3.0
2012.0,computer science,11400,,41.0,6.0,,,3.0
2013.0,communication,11045,,3.0,15.0,,,1.0
2012.0,computer science,11312,,18.0,41.0,,,
2013.0,multidisciplinary sciences,10851,,4.0,1.0,,,2.0
2014.0,psychology,10038,,,5.0,,,1.0
2013.0,psychology,11044,,36.0,5.0,,,1.0
2009.0,information science & library science,11822,,12.0,1.0,,,2.0
2012.0,mathematics,11079,,,111.0,,,
2014.0,business,10437,,,3.0,,,1.0
2015.0,computer science,8917,,,3.0,,,
2014.0,computer science,9799,,,7.0,,,1.0
2013.0,computer science,10668,,,32.0,,,
2015.0,computer science,8898,,,6.0,,,3.0
2013.0,health care sciences & services,10808,,25.0,1.0,,,2.0
2010.0,pharmacology & pharmacy,11645,,12.0,40.0,,,2.0
2013.0,multidisciplinary sciences,10854,,9.0,10.0,,1.0,1.0
2014.0,multidisciplinary sciences,10033,,,6.0,,,3.0
2014.0,multidisciplinary sciences,10035,,,6.0,,,3.0
2015.0,multidisciplinary sciences,9501,,,4.0,,,3.0
2013.0,multidisciplinary sciences,10660,,,1.0,,,
2012.0,communication,11408,,1.0,8.0,,2.0,2.0
2016.0,communication,8098,,,19.0,,,1.0
2012.0,computer science,11275,,28.0,36.0,,,1.0
2015.0,business,9312,,,3.0,,,1.0
2013.0,computer science,10561,,,174.0,,,
2014.0,psychology,10148,,,,,,
2012.0,communication,11365,,4.0,13.0,,,
2014.0,computer science,10119,,,86.0,,,
2007.0,communication,11939,1.0,8.0,49.0,,,
2014.0,computer science,9861,,,77.0,,,5.0
2014.0,computer science,10029,,,77.0,,,3.0
2010.0,communication,11783,,1.0,8.0,,2.0,2.0
2010.0,pediatrics,11738,,1.0,8.0,,2.0,2.0
2012.0,communication,11373,,1.0,8.0,,2.0,2.0
2012.0,communication,11407,,1.0,8.0,,2.0,2.0
2013.0,health care sciences & services,10980,,1.0,8.0,,2.0,2.0
2010.0,communication,11782,,1.0,8.0,,2.0,2.0
2013.0,acoustics,10985,,23.0,7.0,,,
2011.0,business,11595,,24.0,5.0,,,
2013.0,physics,10628,,,47.0,,,
2014.0,computer science,10256,,59.0,31.0,,,
2014.0,computer science,9902,,,3.0,,,1.0
2014.0,transportation science & technology,10088,,,24.0,,,3.0
2013.0,transportation,11057,,,24.0,,,3.0
2015.0,information science & library science,9711,,,23.0,,,1.0
2013.0,cultural studies,10635,,,53.0,,,17.0
2012.0,computer science,11324,,,67.0,,,
2013.0,computer science,10893,,,41.0,,,
2014.0,computer science,10298,,23.0,14.0,,,1.0
2013.0,computer science,10720,,23.0,14.0,,,1.0
2012.0,computer science,11115,,23.0,14.0,,,1.0
2013.0,psychology,10688,,2.0,5.0,,,1.0
2015.0,communication,9247,,3.0,15.0,,,1.0
2013.0,computer science,10816,,,,,,
2014.0,computer science,9856,,,7.0,,,1.0
2014.0,computer science,10069,,,3.0,,,3.0
2013.0,business,10845,,7.0,3.0,,,1.0
2011.0,economics,11611,,7.0,2.0,,,1.0
2011.0,womens studies,11501,,,5.0,,,
2016.0,multidisciplinary sciences,8208,,,10.0,,,
2008.0,art,11903,,5.0,20.0,,,
2013.0,psychology,10767,,,5.0,,,1.0
2014.0,psychology,10147,,,5.0,,,1.0
2010.0,social sciences,11794,,,18.0,,,
2016.0,communication,8062,,,60.0,,,
2015.0,communication,9347,,,60.0,,,
2015.0,mathematics,8590,,,6.0,,,3.0
2015.0,hospitality,9041,,,3.0,,,1.0
2014.0,engineering,10267,,7.0,3.0,,,1.0
2009.0,communication,11836,,5.0,18.0,,1.0,1.0
2012.0,political science,11164,,,20.0,,,1.0
2012.0,communication,11380,,,,,,
2015.0,hospitality,9396,,,3.0,,,
2018.0,business,3690,,,27.0,,,1.0
2015.0,business,9286,,,27.0,,,1.0
2015.0,computer science,8962,,,12.0,,,1.0
2013.0,psychology,10753,,3.0,2.0,,,1.0
2013.0,cultural studies,10805,,62.0,214.0,,6.0,39.0
2011.0,mathematics,11546,,,,,,
2009.0,mathematics,11840,,,,,,
2014.0,communication,10251,,3.0,2.0,,,1.0
2014.0,multidisciplinary sciences,10176,,28.0,2.0,,,1.0
2015.0,computer science,9223,,,2.0,,,1.0
2014.0,computer science,10434,,29.0,29.0,,,3.0
2010.0,pharmacology & pharmacy,11675,,12.0,40.0,,,
2014.0,computer science,10054,,,45.0,,,
2014.0,computer science,10060,,,41.0,,,
2015.0,urology & nephrology,9272,,,9.0,,,2.0
2014.0,urology & nephrology,10084,,66.0,9.0,,,2.0
2015.0,urology & nephrology,9280,,,9.0,,,2.0
2015.0,urology & nephrology,9460,,,9.0,,,2.0
2015.0,hospitality,8708,,,3.0,,,
2012.0,computer science,11257,,16.0,2.0,,,1.0
2013.0,psychology,10765,,2.0,5.0,,,1.0
2013.0,business,11003,,16.0,2.0,,,1.0
2014.0,computer science,10322,,,2.0,,,1.0
2013.0,business,11050,,16.0,10.0,,,3.0
2013.0,computer science,10741,,23.0,26.0,,,1.0
2015.0,business,9766,,,148.0,,,
2009.0,communication,11873,,12.0,40.0,,1.0,2.0
2014.0,computer science,9967,,,9.0,,,4.0
2014.0,business,10045,,,3.0,,,1.0
2016.0,communication,8022,,,1.0,,,2.0
2014.0,computer science,10008,,,12.0,,,
2013.0,geography,10692,,,6.0,,,3.0
2012.0,education & educational research,11413,,,16.0,,,
2007.0,computer science,11933,,21.0,104.0,,,
2015.0,computer science,9186,,,,,,
2014.0,statistics & probability,9978,,14.0,26.0,,,1.0
2014.0,communication,9976,,,,,,
2014.0,communication,10252,,,2.0,,,1.0
2012.0,computer science,11129,,32.0,3.0,,,
2014.0,computer science,9993,,10.0,3.0,,,1.0
2010.0,physics,11770,,,,,,
2015.0,cardiac & cardiovascular systems,9557,,,9.0,,,4.0
2014.0,computer science,10348,,,137.0,,,
2013.0,computer science,10640,,14.0,26.0,,,4.0
2015.0,physics,9535,,,4.0,,,
2014.0,linguistics,10265,,20.0,10.0,,,1.0
2014.0,multidisciplinary sciences,10364,,,18.0,,,1.0
2012.0,communication,11417,,3.0,15.0,,1.0,1.0
2013.0,computer science,10523,,,80.0,,,
2013.0,psychology,11034,,,18.0,,,1.0
2011.0,computer science,11485,,,10.0,,,
2011.0,political science,11523,,,,,,
2011.0,communication,11637,,3.0,15.0,,1.0,1.0
2013.0,psychology,10663,,,2.0,,,
2015.0,anthropology,8862,,,47.0,,,1.0
2012.0,computer science,11201,,,47.0,,,
2015.0,political science,9582,,,2.0,,,1.0
2014.0,psychology,10000,,,2.0,,,1.0
2012.0,social sciences,11067,,,2.0,,,1.0
2014.0,multidisciplinary sciences,9863,,,55.0,,,1.0
2012.0,humanities,11122,,,20.0,,,3.0
2012.0,substance abuse,11119,,15.0,30.0,,,2.0
2010.0,substance abuse,11710,,1.0,13.0,,2.0,2.0
2013.0,oncology,10619,,4.0,1.0,,1.0,2.0
2012.0,health care sciences & services,11118,,15.0,1.0,,1.0,2.0
2014.0,psychiatry,10469,,42.0,1.0,,,2.0
2011.0,substance abuse,11570,,1.0,8.0,,2.0,2.0
2015.0,computer science,8922,,,14.0,,,
2013.0,multidisciplinary sciences,10737,,,12.0,,,1.0
2015.0,"public, environmental & occupational health",9505,,,1.0,,,2.0
2014.0,communication,10253,,,1.0,,,2.0
2016.0,sociology,7421,,,2.0,,,
2014.0,mathematical & computational biology,10178,,,1.0,,,2.0
2014.0,health care sciences & services,10485,,,1.0,,,2.0
2014.0,psychology,10209,,,3.0,,,1.0
2014.0,multidisciplinary sciences,10031,,,9.0,,,4.0
2014.0,behavioral sciences,10453,,,1.0,,,
2015.0,communication,8715,,,9.0,,,
2015.0,communication,8908,,,9.0,,,4.0
2014.0,multidisciplinary sciences,10315,,,27.0,,,1.0
2014.0,business,10022,,,27.0,,,1.0
2013.0,multidisciplinary sciences,10618,,,10.0,,,
2014.0,multidisciplinary sciences,9918,,,4.0,,,3.0
2013.0,multidisciplinary sciences,10705,,23.0,10.0,,,1.0
2015.0,multidisciplinary sciences,9498,,,10.0,,,1.0
2014.0,anthropology,10112,,,10.0,,,1.0
2015.0,multidisciplinary sciences,8694,,,10.0,,,3.0
2012.0,communication,11361,,6.0,22.0,,,2.0
2014.0,business,9904,,,3.0,,,
2016.0,information science & library science,7109,,,5.0,,,
2014.0,"public, environmental & occupational health",10113,,51.0,1.0,,,2.0
2014.0,health care sciences & services,10188,,51.0,1.0,,,2.0
2014.0,health care sciences & services,10358,,4.0,1.0,,,2.0
2015.0,social sciences,9091,,,1.0,,,
2013.0,"public, environmental & occupational health",10824,,24.0,48.0,,,
2013.0,computer science,10606,,,5.0,,,
2013.0,computer science,11032,,,7.0,,,3.0
2014.0,hospitality,9888,,,33.0,,,1.0
2013.0,communication,10763,,3.0,33.0,,,1.0
2014.0,computer science,10177,,,7.0,,,5.0
2014.0,computer science,10314,,,7.0,,,1.0
2013.0,computer science,10613,,,10.0,,,1.0
2012.0,business,11154,,,3.0,,,
2014.0,communication,9999,,,5.0,,,1.0
2013.0,communication,10599,,5.0,20.0,,,
2016.0,computer science,8499,,,7.0,,,1.0
2014.0,education & educational research,10407,,,16.0,,,
2015.0,international relations,9568,,,58.0,,,1.0
2014.0,ethics,9829,,,12.0,,,
2006.0,business,11941,1.0,8.0,49.0,,,
2012.0,computer science,11297,,,46.0,,,
2010.0,substance abuse,11683,,1.0,13.0,,2.0,2.0
2012.0,rheumatology,11266,,1.0,8.0,,2.0,2.0
2011.0,music,11488,,1.0,8.0,,,2.0
2012.0,health policy & services,11409,,1.0,8.0,,2.0,2.0
2011.0,urology & nephrology,11466,,1.0,8.0,,,2.0
2011.0,clinical neurology,11521,,1.0,8.0,,2.0,2.0
2013.0,computer science,11059,,4.0,8.0,,,2.0
2012.0,health care sciences & services,11414,,1.0,8.0,,2.0,2.0
2014.0,substance abuse,10087,,,13.0,,,2.0
2014.0,communication,10192,,56.0,13.0,,,2.0
2010.0,political science,11750,,7.0,2.0,,,1.0
2013.0,computer science,10540,,,7.0,,,
2014.0,communication,10312,,,25.0,,,1.0
2014.0,computer science,10346,,,71.0,,,
2014.0,computer science,10467,,,24.0,,,1.0
2013.0,information science & library science,11055,,,5.0,,,
2012.0,psychology,11232,,10.0,5.0,,,
2014.0,geosciences,9900,,,4.0,,,3.0
2012.0,physics,11317,,50.0,71.0,,9.0,1.0
2014.0,physics,10128,,,7.0,,,
2013.0,physics,10894,,50.0,71.0,,,1.0
2015.0,computer science,9700,,,46.0,,,
2013.0,computer science,10965,,,,,,
2016.0,computer science,7659,,,,,,
2017.0,communication,6842,,,20.0,,,
2013.0,substance abuse,10696,,1.0,13.0,,2.0,2.0
2014.0,multidisciplinary sciences,10129,,,13.0,,,
2013.0,substance abuse,10944,,1.0,13.0,,2.0,2.0
2014.0,"public, environmental & occupational health",9921,,,13.0,,,2.0
2010.0,substance abuse,11728,,1.0,13.0,,2.0,2.0
2015.0,health care sciences & services,9577,,,13.0,,,2.0
2014.0,substance abuse,10458,,1.0,13.0,,2.0,2.0
2013.0,computer science,10951,,,14.0,,,
2011.0,computer science,11568,,,99.0,,,23.0
2013.0,information science & library science,10676,,,,,,
2011.0,computer science,11557,,,7.0,,,
2013.0,hospitality,10691,,,3.0,,,
2013.0,computer science,10776,,41.0,6.0,,,3.0
2014.0,social sciences,10108,,,,,,
2014.0,psychology,10263,,,37.0,,,1.0
2013.0,multidisciplinary sciences,10901,,,71.0,,,
2013.0,computer science,10608,,21.0,7.0,,,1.0
2012.0,health care sciences & services,11250,,,1.0,,,
2011.0,computer science,11597,,17.0,1.0,,,
2014.0,computer science,10464,,,11.0,,,
2014.0,communication,10073,,,4.0,,,1.0
2013.0,business,10543,,,11.0,,,1.0
2013.0,business,10550,,6.0,11.0,,,1.0
2013.0,business,10544,,,11.0,,,1.0
2012.0,health care sciences & services,11265,,4.0,1.0,,,12.0
2013.0,computer science,10708,,,41.0,,,
2015.0,communication,9552,,,2.0,,,1.0
2014.0,communication,10042,,,2.0,,,
2015.0,communication,8593,,,2.0,,,1.0
2013.0,engineering,10730,,,52.0,,,
2011.0,computer science,11456,,18.0,52.0,,,4.0
2014.0,computer science,10338,,18.0,41.0,,,
2012.0,mathematics,11199,,,,,,
2012.0,mathematics,11333,,,,,,
2014.0,psychology,10291,,,5.0,,,1.0
2015.0,computer science,8634,,,2.0,,,1.0
2012.0,computer science,11172,,1.0,9.0,,2.0,4.0
2011.0,communication,11504,,2.0,5.0,,,
2015.0,computer science,9339,,,39.0,,,1.0
2011.0,computer science,11510,,,12.0,,,1.0
2014.0,psychology,10248,,,5.0,,,1.0
2015.0,hospitality,9643,,,3.0,,,
2014.0,computer science,10502,,,10.0,,,
2010.0,communication,11695,,3.0,15.0,,,
2013.0,sociology,10748,,,2.0,,,1.0
2013.0,womens studies,10542,,,65.0,,,
2014.0,multidisciplinary sciences,10032,,,1.0,,,2.0
2013.0,computer science,10527,,,63.0,,,2.0
2009.0,communication,11839,,2.0,5.0,,,
2015.0,computer science,8845,,,3.0,,,1.0
2014.0,communication,9865,,,15.0,,,1.0
2013.0,environmental studies,10521,,,,,,
2014.0,computer science,10079,,,21.0,,,
2012.0,computer science,11215,,59.0,67.0,,,
2013.0,business,10822,,,5.0,,,
2013.0,multidisciplinary sciences,10620,,,55.0,,,1.0
2012.0,multidisciplinary sciences,11202,,22.0,9.0,,1.0,2.0
2013.0,computer science,10532,,21.0,32.0,,,3.0
2013.0,communication,10637,,,34.0,,,3.0
2010.0,business,11727,,6.0,11.0,,,1.0
2011.0,computer science,11472,,64.0,91.0,,,
2010.0,computer science,11657,,41.0,45.0,,,
2014.0,communication,10378,,,109.0,,,
2018.0,business,4222,,,3.0,,,1.0
2014.0,multidisciplinary sciences,10131,,,6.0,,,3.0
2013.0,computer science,10874,,47.0,4.0,,,
2015.0,linguistics,9395,,37.0,18.0,,,1.0
2014.0,communication,10061,,,5.0,,,1.0
2014.0,computer science,9845,,,32.0,,,3.0
2014.0,information science & library science,10235,,,23.0,,,1.0
2015.0,psychology,8858,,,19.0,,,
2015.0,geography,8941,,,6.0,,,
2015.0,ecology,8846,,,6.0,,,3.0
2013.0,computer science,10646,,41.0,6.0,,,3.0
2015.0,psychology,9523,,,1.0,,,2.0
2014.0,political science,10230,,,2.0,,,1.0
2013.0,social sciences,10842,,26.0,10.0,,,1.0
2014.0,computer science,10402,,,2.0,,,1.0
2014.0,computer science,10017,,,7.0,,,1.0
2014.0,computer science,9932,,,7.0,,,1.0
2013.0,"public, environmental & occupational health",10755,,4.0,1.0,,,2.0
2015.0,psychology,8848,,,5.0,,,1.0
2014.0,education & educational research,10489,,,40.0,,,1.0
2016.0,computer science,8206,,,158.0,,,
2015.0,computer science,9519,,,45.0,,,
2015.0,telecommunications,9515,,,6.0,,,3.0
2012.0,oncology,11104,,25.0,8.0,,,2.0
2014.0,mathematical & computational biology,9854,,,1.0,,,2.0
2014.0,health care sciences & services,9874,,,1.0,,,3.0
2013.0,hospitality,10722,,17.0,3.0,,,
2013.0,hospitality,10978,,17.0,3.0,,,1.0
2015.0,business,9265,,,3.0,,,1.0
2012.0,education & educational research,11168,,22.0,16.0,,1.0,4.0
2013.0,health care sciences & services,11028,,15.0,1.0,,,
2013.0,veterinary sciences,10855,,12.0,40.0,,,
2014.0,computer science,9826,,,205.0,,,
2012.0,computer science,11074,,,205.0,,,
2011.0,computer science,11617,,9.0,39.0,,1.0,1.0
2014.0,information science & library science,10005,,,22.0,,,
2015.0,computer science,9536,,,7.0,,,3.0
2009.0,communication,11874,,,25.0,,,
2014.0,computer science,10498,,40.0,77.0,,,
2013.0,public administration,10908,,,5.0,,,
2015.0,anthropology,9447,,,8.0,,,
2013.0,communication,10809,,28.0,34.0,,,3.0
2014.0,telecommunications,10242,,,72.0,,,
2014.0,"public, environmental & occupational health",10174,,4.0,1.0,,,2.0
2014.0,engineering,9850,,,37.0,,,1.0
2014.0,computer science,10268,,,47.0,,,
2014.0,information science & library science,9853,,,5.0,,,
2015.0,engineering,9113,,,3.0,,,1.0
2013.0,biochemical research methods,10735,,,9.0,,,
2015.0,psychology,9368,,,37.0,,,1.0
2017.0,computer science,6994,,,6.0,,,3.0
2015.0,computer science,8934,,,86.0,,,
2014.0,computer science,9977,,,6.0,,,3.0
2014.0,computer science,9848,,,41.0,,,7.0
2011.0,communication,11454,,,49.0,,,
2011.0,business,11468,,,183.0,,,
2014.0,information science & library science,10078,,,23.0,,,1.0
2013.0,information science & library science,10626,,,23.0,,,1.0
2014.0,psychology,10249,,,5.0,,,
2015.0,health care sciences & services,9576,,,,,,
2016.0,"public, environmental & occupational health",7290,,,,,,
2013.0,business,10702,,,11.0,,,1.0
2007.0,information science & library science,11938,,38.0,99.0,,,
2016.0,communication,8211,,,44.0,,,1.0
2015.0,social sciences,9123,,,44.0,,,1.0
2013.0,computer science,10956,,,12.0,,,1.0
2013.0,engineering,10877,,60.0,45.0,,,
2015.0,multidisciplinary sciences,9332,,,10.0,,,
2015.0,multidisciplinary sciences,9315,,,10.0,,,1.0
2015.0,computer science,9550,,,77.0,,,
2012.0,computer science,11296,,35.0,46.0,,,1.0
2011.0,engineering,11437,,18.0,52.0,,,4.0
2012.0,health care sciences & services,11218,,,14.0,,,
2014.0,business,9842,,,3.0,,,1.0
2013.0,chemistry,10567,,,41.0,,,
2014.0,ethics,10228,,,30.0,,,
2014.0,computer science,10052,,18.0,41.0,,,
2014.0,computer science,10243,,,90.0,,,
2015.0,computer science,9645,,,78.0,,,
2014.0,psychology,10311,,,37.0,,,1.0
2012.0,communication,11084,,,2.0,,,1.0
2013.0,business,10998,,,,,,
2015.0,computer science,9277,,,7.0,,,
2014.0,computer science,10468,,49.0,16.0,,,
2014.0,psychology,10191,,,60.0,,,
2015.0,pediatrics,9390,,,8.0,,,2.0
2014.0,surgery,10281,,,8.0,,,2.0
2015.0,health care sciences & services,8950,,,8.0,,,2.0
2014.0,pediatrics,10246,,,8.0,,,2.0
2010.0,nursing,11736,,1.0,8.0,,,
2013.0,health care sciences & services,10634,,,1.0,,,2.0
2014.0,anthropology,10205,,,5.0,,,1.0
2012.0,political science,11421,,3.0,2.0,,,1.0
2014.0,communication,10319,,,2.0,,,1.0
2013.0,communication,11047,,3.0,15.0,,1.0,1.0
2013.0,communication,10890,,5.0,2.0,,,1.0
2013.0,psychology,10752,,3.0,2.0,,,1.0
2012.0,religion,11412,,,2.0,,,
2015.0,computer science,9109,,,59.0,,,
2015.0,computer science,9061,,,73.0,,,
2013.0,political science,10904,,,,,,
2013.0,computer science,10533,,21.0,32.0,,,3.0
2013.0,communication,10828,,,2.0,,,1.0
2011.0,international relations,11480,,,48.0,,,1.0
2014.0,computer science,10167,,,21.0,,,5.0
2014.0,computer science,10295,,,95.0,,,
2014.0,computer science,10355,,,48.0,,,1.0
2013.0,food science & technology,10945,,,48.0,,,1.0
2014.0,computer science,10503,,29.0,29.0,,,3.0
2013.0,computer science,10966,,29.0,29.0,,,3.0
2013.0,management,10746,,,2.0,,,
2015.0,geosciences,8660,,,4.0,,,3.0
2015.0,computer science,9345,,,4.0,,,3.0
2014.0,computer science,9952,,,94.0,,,
2014.0,computer science,9953,,,7.0,,,32.0
2014.0,computer science,10071,,,85.0,,,16.0
2012.0,computer science,11146,,,85.0,,,16.0
2015.0,computer science,9438,,,81.0,,,5.0
2012.0,information science & library science,11226,,3.0,2.0,,,1.0
2014.0,psychology,10014,,3.0,2.0,,,1.0
2013.0,multidisciplinary sciences,10954,,,90.0,,,
2013.0,"public, environmental & occupational health",10548,,,8.0,,,2.0
2013.0,otorhinolaryngology,10713,,,8.0,,,2.0
2014.0,clinical neurology,10245,,,103.0,,,11.0
2014.0,peripheral vascular disease,10122,,,8.0,,,2.0
2016.0,criminology & penology,8116,,,25.0,,,1.0
2013.0,sociology,11015,,,,,,
2012.0,communication,11208,,37.0,18.0,,1.0,1.0
2014.0,environmental sciences,10184,,,34.0,,,3.0
2013.0,geography,10933,,28.0,34.0,,,3.0
2014.0,computer science,9948,,,,,,
2013.0,computer science,11017,,,91.0,,,
2011.0,communication,11606,,11.0,33.0,,,
2013.0,telecommunications,10865,,,72.0,,,
2010.0,computer science,11740,,2.0,16.0,,,
2010.0,computer science,11718,,21.0,104.0,,,
2014.0,computer science,10156,,,29.0,,,3.0
2014.0,social sciences,10013,,,44.0,,,1.0
2012.0,multidisciplinary sciences,11249,,13.0,9.0,,,4.0
2015.0,psychology,9104,,,5.0,,,
2015.0,computer science,9319,,,6.0,,,3.0
2014.0,psychology,10250,,,12.0,,,1.0
2013.0,computer science,10961,,,,,,
2013.0,communication,10960,,,4.0,,,
2014.0,communication,10240,,,2.0,,,1.0
2013.0,communication,10882,,,20.0,,,
2013.0,development studies,10861,,,9.0,,,
2015.0,communication,9687,,,5.0,,,
2014.0,business,10436,,,3.0,,,
2013.0,education & educational research,10546,,,181.0,,,
2013.0,psychology,10718,,2.0,5.0,,,
2014.0,automation & control systems,9960,,,6.0,,,3.0
2012.0,computer science,11187,,,45.0,,,
2015.0,computer science,9547,,,45.0,,,
2012.0,computer science,11188,,,45.0,,,
2012.0,computer science,11186,,40.0,45.0,,,
2011.0,computer science,11442,,46.0,45.0,,,
2012.0,psychology,11163,,2.0,5.0,,,
2016.0,computer science,7046,,,14.0,,,
2014.0,computer science,9949,,,41.0,,,
2012.0,computer science,11114,,19.0,78.0,,,
2011.0,psychology,11496,,2.0,5.0,,,
2014.0,computer science,10475,,,92.0,,,1.0
2013.0,biochemistry & molecular biology,10623,,13.0,9.0,,1.0,4.0
2012.0,computer science,11135,,,9.0,,,4.0
2015.0,multidisciplinary sciences,9416,,,9.0,,,4.0
2014.0,communication,9924,,,9.0,,,
2015.0,business,9221,,26.0,10.0,,,1.0
2014.0,multidisciplinary sciences,10444,,,7.0,,,
2014.0,multidisciplinary sciences,10316,,,6.0,,,
2015.0,psychology,9361,,,,,,
2011.0,education & educational research,11613,,,,,,
2011.0,area studies,11614,,5.0,20.0,,,
2012.0,computer science,11359,,3.0,2.0,,1.0,1.0
2013.0,computer science,10834,,21.0,32.0,,,3.0
2013.0,computer science,10838,,,14.0,,,1.0
2012.0,computer science,11319,,,,,,
2014.0,communication,10476,,5.0,2.0,,,
2012.0,computer science,11391,,,,,,
2014.0,multidisciplinary sciences,9857,,,80.0,,,1.0
2014.0,computer science,9930,,,7.0,,,1.0
2007.0,film,11931,,5.0,53.0,,,
2012.0,computer science,11420,,,4.0,,,
2014.0,computer science,10479,,,7.0,,,1.0
2010.0,anthropology,11716,,65.0,46.0,,,
2013.0,computer science,10919,,,,,,
2015.0,geography,9174,,,6.0,,,3.0
2014.0,multidisciplinary sciences,10179,,,2.0,,,1.0
2015.0,law,9490,,,23.0,,,
2014.0,computer science,10297,,,16.0,,,4.0
2013.0,computer science,10564,,,45.0,,,
2013.0,education & educational research,10556,,,181.0,,,
2011.0,multidisciplinary sciences,11549,,4.0,1.0,,,
2015.0,computer science,9066,,,1.0,,,2.0
2015.0,computer science,9067,,,35.0,,,2.0
2013.0,"public, environmental & occupational health",10510,,25.0,1.0,,,1.0
2012.0,computer science,11364,,,,,,
2010.0,computer science,11690,,19.0,11.0,,,
2012.0,anatomy & morphology,11219,,1.0,8.0,,2.0,2.0
2012.0,education,11259,,1.0,8.0,,2.0,2.0
2015.0,mathematics,8588,,,7.0,,,
2015.0,computer science,9267,,20.0,7.0,,,1.0
2011.0,computer science,11533,,,41.0,,,
