Index,Background,Year,Year_range,Period_1_commu,Period_2_commu,Period_3_commu
11064,education & educational research,2012.0,2.0,,4.0,16.0
11189,clinical neurology,2012.0,2.0,,4.0,16.0
11204,clinical neurology,2012.0,2.0,,4.0,16.0
11209,clinical neurology,2012.0,2.0,,,16.0
11212,education,2012.0,2.0,,,
11219,anatomy & morphology,2012.0,2.0,,4.0,16.0
11254,cardiac & cardiovascular systems,2012.0,2.0,,4.0,16.0
11259,education,2012.0,2.0,,4.0,16.0
11408,communication,2012.0,2.0,,4.0,46.0
11521,clinical neurology,2011.0,2.0,,4.0,16.0
11570,substance abuse,2011.0,2.0,,4.0,16.0
11571,critical care medicine,2011.0,2.0,,4.0,16.0
11582,urology & nephrology,2011.0,2.0,,4.0,16.0
11632,health care sciences & services,2011.0,2.0,,2.0,35.0
11738,pediatrics,2010.0,2.0,,4.0,16.0
11742,behavioral sciences,2010.0,2.0,,7.0,8.0
11762,urology & nephrology,2010.0,2.0,,,
11782,communication,2010.0,2.0,,4.0,23.0
11783,communication,2010.0,2.0,,4.0,33.0
11884,nursing,2009.0,1.0,8.0,4.0,16.0
3555,health care sciences & services,2018.0,3.0,,,19.0
8410,health care sciences & services,2016.0,3.0,,,16.0
10456,education,2014.0,2.0,,4.0,16.0
11385,otorhinolaryngology,2012.0,2.0,,,
4605,education & educational research,2018.0,3.0,,,
9281,critical care medicine,2015.0,3.0,,,
380,medicine,2019.0,3.0,,,24.0
1652,pharmacology & pharmacy,2019.0,3.0,,,
1846,social sciences,2019.0,3.0,,,
1872,"public, environmental & occupational health",2019.0,3.0,,,45.0
2871,communication,2018.0,3.0,,,39.0
2937,geriatrics & gerontology,2018.0,3.0,,,
3095,cardiac & cardiovascular systems,2018.0,3.0,,,45.0
3808,critical care medicine,2018.0,3.0,,,
3953,health care sciences & services,2018.0,3.0,,,68.0
4056,multidisciplinary sciences,2018.0,3.0,,,24.0
4793,substance abuse,2018.0,3.0,,,24.0
7929,health care sciences & services,2016.0,3.0,,,8.0
8851,nursing,2015.0,3.0,,,8.0
9253,dermatology,2015.0,3.0,,,129.0
2168,"public, environmental & occupational health",2019.0,3.0,,,175.0
2617,education & educational research,2019.0,3.0,,,16.0
6083,education,2017.0,3.0,,,16.0
3746,computer science,2018.0,3.0,,,8.0
4422,surgery,2018.0,3.0,,,
26,dermatology,,,,,26.0
1741,religion,2019.0,3.0,,,
2309,business,2019.0,3.0,,,128.0
2246,psychology,2019.0,3.0,,,42.0
1023,medical informatics,2019.0,3.0,,,24.0
677,"public, environmental & occupational health",2019.0,3.0,,,118.0
7572,health care sciences & services,2016.0,3.0,,,9.0
991,criminology & penology,,,,,63.0
1587,health care sciences & services,2019.0,3.0,,,68.0
5769,rheumatology,2017.0,3.0,,,102.0
3716,"public, environmental & occupational health",2018.0,3.0,,,24.0
3369,substance abuse,2018.0,3.0,,,23.0
6125,cardiac & cardiovascular systems,2017.0,3.0,,,
5461,hematology,2017.0,3.0,,,45.0
5462,hematology,2017.0,3.0,,,45.0
865,psychiatry,2019.0,3.0,,,
1358,psychology,2019.0,3.0,,,61.0
923,surgery,2019.0,3.0,,,45.0
1391,oncology,2019.0,3.0,,,
1426,health care sciences & services,2020.0,4.0,,,276.0
1966,oncology,2019.0,3.0,,,45.0
3562,urology & nephrology,2018.0,3.0,,,45.0
4662,obstetrics & gynecology,2018.0,3.0,,,46.0
5460,hematology,2017.0,3.0,,,45.0
7125,surgery,2016.0,3.0,,,45.0
7376,oncology,2016.0,3.0,,,45.0
7484,oncology,2016.0,3.0,,,45.0
515,health care sciences & services,2019.0,3.0,,,120.0
2677,medicine,2019.0,3.0,,,35.0
4150,oncology,2018.0,3.0,,,
5104,radiology,2018.0,3.0,,,45.0
5854,oncology,2017.0,3.0,,,45.0
6314,biochemistry & molecular biology,2017.0,3.0,,,120.0
1410,"public, environmental & occupational health",2019.0,3.0,,,8.0
2984,health care sciences & services,2018.0,3.0,,,8.0
4391,ophthalmology,2018.0,3.0,,,8.0
2771,otorhinolaryngology,2019.0,3.0,,,262.0
12,pediatrics,,,,,262.0
5176,virology,2017.0,3.0,,,9.0
1534,"public, environmental & occupational health",2019.0,3.0,,,46.0
1218,biotechnology & applied microbiology,2019.0,3.0,,,46.0
4377,"public, environmental & occupational health",2018.0,3.0,,,46.0
5930,"public, environmental & occupational health",2017.0,3.0,,,
6270,mathematical & computational biology,2017.0,3.0,,,46.0
2117,psychology,2019.0,3.0,,,4.0
4059,communication,2018.0,3.0,,,75.0
5144,psychology,2018.0,3.0,,,24.0
2891,education & educational research,2018.0,3.0,,,23.0
7599,multidisciplinary sciences,2016.0,3.0,,,23.0
8367,substance abuse,2016.0,3.0,,,23.0
10483,health care sciences & services,2014.0,2.0,,3.0,8.0
106,criminology & penology,2019.0,3.0,,,95.0
9269,psychology,2015.0,3.0,,,95.0
1597,health care sciences & services,2019.0,3.0,,,
7670,"public, environmental & occupational health",2016.0,3.0,,,21.0
414,substance abuse,2019.0,3.0,,,23.0
61,education & educational research,2020.0,4.0,,,23.0
2241,clinical neurology,2019.0,3.0,,,
5322,"public, environmental & occupational health",2017.0,3.0,,,93.0
911,substance abuse,2019.0,3.0,,,23.0
2757,substance abuse,2019.0,3.0,,,23.0
3997,psychiatry,2018.0,3.0,,,
2237,information science & library science,2019.0,3.0,,,41.0
2860,psychiatry,2018.0,3.0,,,68.0
4316,psychiatry,2018.0,3.0,,,
5388,psychiatry,2017.0,3.0,,,68.0
2119,psychology,2019.0,3.0,,,42.0
4943,substance abuse,2018.0,3.0,,,23.0
9980,education,2014.0,2.0,,33.0,45.0
1498,"public, environmental & occupational health",2019.0,3.0,,,125.0
2764,surgery,2019.0,3.0,,,
4347,surgery,2018.0,3.0,,,
6565,education,2017.0,3.0,,,
3584,information science & library science,2018.0,3.0,,,229.0
4587,nursing,2018.0,3.0,,,229.0
5246,surgery,2017.0,3.0,,,16.0
595,urology & nephrology,2019.0,3.0,,,179.0
4212,pathology,2018.0,3.0,,,187.0
2815,medical laboratory technology,2019.0,3.0,,,187.0
5349,medical laboratory technology,2017.0,3.0,,,187.0
5328,biochemical research methods,2017.0,3.0,,,
5433,biochemical research methods,2017.0,3.0,,,
7179,multidisciplinary sciences,2016.0,3.0,,,8.0
11011,computer science,2013.0,2.0,,,8.0
7167,computer science,2016.0,3.0,,,20.0
5537,biochemical research methods,2017.0,3.0,,,8.0
1570,computer science,2019.0,3.0,,,11.0
1680,business,2019.0,3.0,,,2.0
5968,computer science,2017.0,3.0,,,9.0
6816,business,2017.0,3.0,,,6.0
6998,engineering,2017.0,3.0,,,1.0
8755,computer science,2015.0,3.0,,,6.0
1665,business,2019.0,3.0,,,1.0
7175,computer science,2016.0,3.0,,,
7552,business,2016.0,3.0,,,1.0
6342,computer science,2017.0,3.0,,,6.0
8102,engineering,2016.0,3.0,,,1.0
6942,hospitality,2017.0,3.0,,,13.0
9309,information science & library science,2015.0,3.0,,,56.0
9992,psychology,2014.0,2.0,,2.0,4.0
10363,computer science,2014.0,2.0,,2.0,4.0
4565,computer science,2018.0,3.0,,,144.0
3859,information science & library science,2018.0,3.0,,,2.0
4694,anthropology,2018.0,3.0,,,4.0
11160,engineering,2012.0,2.0,,,60.0
6813,management,2017.0,3.0,,,4.0
2203,green & sustainable science & technology,2019.0,3.0,,,6.0
252,computer science,2019.0,3.0,,,18.0
387,communication,2019.0,3.0,,,19.0
749,information science & library science,2019.0,3.0,,,1.0
930,urban studies,2019.0,3.0,,,5.0
1314,psychology,2019.0,3.0,,,75.0
1569,computer science,2019.0,3.0,,,5.0
2343,"public, environmental & occupational health",2019.0,3.0,,,46.0
2499,computer science,2019.0,3.0,,,5.0
2524,computer science,2019.0,3.0,,,5.0
3197,multidisciplinary sciences,2018.0,3.0,,,75.0
3307,computer science,2018.0,3.0,,,5.0
3365,computer science,2018.0,3.0,,,3.0
3692,computer science,2018.0,3.0,,,5.0
3789,information science & library science,2018.0,3.0,,,3.0
4295,engineering,2018.0,3.0,,,5.0
4728,computer science,2018.0,3.0,,,167.0
5005,business,2018.0,3.0,,,1.0
5111,computer science,2018.0,3.0,,,5.0
5211,computer science,2017.0,3.0,,,1.0
5330,computer science,2017.0,3.0,,,5.0
5333,computer science,2017.0,3.0,,,5.0
5396,computer science,2017.0,3.0,,,1.0
5459,computer science,2017.0,3.0,,,11.0
5558,computer science,2017.0,3.0,,,117.0
5605,computer science,2017.0,3.0,,,5.0
5745,chemistry,2017.0,3.0,,,11.0
5786,communication,2017.0,3.0,,,71.0
5978,computer science,2017.0,3.0,,,5.0
6143,computer science,2017.0,3.0,,,11.0
6390,computer science,2017.0,3.0,,,
6705,information science & library science,2017.0,3.0,,,89.0
7040,psychology,2016.0,3.0,,,24.0
7281,computer science,2016.0,3.0,,,5.0
7450,computer science,2016.0,3.0,,,5.0
7453,computer science,2016.0,3.0,,,2.0
7488,computer science,2016.0,3.0,,,5.0
7497,computer science,2016.0,3.0,,,5.0
7556,computer science,2016.0,3.0,,,186.0
7637,computer science,2016.0,3.0,,,5.0
7690,computer science,2016.0,3.0,,,9.0
7737,computer science,2016.0,3.0,,,5.0
7806,economics,2016.0,3.0,,,5.0
8074,psychology,2016.0,3.0,,,97.0
8350,computer science,2016.0,3.0,,,6.0
8544,social sciences,2016.0,3.0,,,14.0
8616,computer science,2015.0,3.0,,,5.0
8739,health care sciences & services,2015.0,3.0,,,151.0
9174,geography,2015.0,3.0,,,167.0
9244,computer science,2015.0,3.0,,,14.0
9324,computer science,2015.0,3.0,,,5.0
9618,mathematical & computational biology,2015.0,3.0,,,5.0
9931,computer science,2014.0,2.0,,1.0,2.0
10169,computer science,2014.0,2.0,,3.0,5.0
10500,computer science,2014.0,2.0,,,5.0
10564,computer science,2013.0,2.0,,1.0,181.0
10985,acoustics,2013.0,2.0,,1.0,2.0
11242,computer science,2012.0,2.0,,1.0,37.0
11336,computer science,2012.0,2.0,,1.0,5.0
11460,computer science,2011.0,2.0,,1.0,5.0
11548,computer science,2011.0,2.0,,1.0,5.0
11557,computer science,2011.0,2.0,,1.0,151.0
11703,computer science,2010.0,2.0,,,5.0
11771,computer science,2010.0,2.0,,,
1676,computer science,2019.0,3.0,,,
6557,computer science,2017.0,3.0,,,1.0
9526,computer science,2015.0,3.0,,,3.0
6074,computer science,2017.0,3.0,,,19.0
7190,multidisciplinary sciences,2016.0,3.0,,,19.0
10200,computer science,2014.0,2.0,,2.0,19.0
10813,multidisciplinary sciences,2013.0,2.0,,2.0,19.0
4176,computer science,2018.0,3.0,,,
1641,computer science,2019.0,3.0,,,52.0
9948,computer science,2014.0,2.0,,1.0,5.0
5109,computer science,2018.0,3.0,,,
7252,computer science,2016.0,3.0,,,3.0
11629,computer science,2011.0,2.0,,10.0,124.0
5374,psychology,2017.0,3.0,,,4.0
5007,computer science,2018.0,3.0,,,101.0
7703,communication,2016.0,3.0,,,30.0
8354,religion,2016.0,3.0,,,33.0
9392,communication,2015.0,3.0,,,33.0
10800,communication,2013.0,2.0,,5.0,80.0
11722,psychology,2010.0,2.0,,2.0,4.0
8017,communication,2016.0,3.0,,,23.0
10696,substance abuse,2013.0,2.0,,4.0,23.0
3518,computer science,2018.0,3.0,,,19.0
10502,computer science,2014.0,2.0,,,
11942,computer science,2006.0,1.0,1.0,1.0,147.0
11865,computer science,2009.0,1.0,1.0,1.0,147.0
11797,information science & library science,2010.0,2.0,,1.0,147.0
10718,psychology,2013.0,2.0,,2.0,4.0
7717,multidisciplinary sciences,2016.0,3.0,,,75.0
9469,psychology,2015.0,3.0,,,75.0
4572,geography,2018.0,3.0,,,27.0
5180,chemistry,2017.0,3.0,,,5.0
8964,astronomy & astrophysics,2015.0,3.0,,,10.0
5400,computer science,2017.0,3.0,,,4.0
8961,business,2015.0,3.0,,,1.0
740,environmental studies,2019.0,3.0,,,17.0
1548,communication,2019.0,3.0,,,34.0
6370,business,2017.0,3.0,,,24.0
8321,management,2016.0,3.0,,,74.0
8692,physics,2015.0,3.0,,,142.0
8775,psychology,2015.0,3.0,,,4.0
6371,business,2017.0,3.0,,,18.0
8796,business,2015.0,3.0,,,1.0
10552,education & educational research,2013.0,2.0,,52.0,209.0
1432,hospitality,2019.0,3.0,,,13.0
7754,computer science,2016.0,3.0,,,59.0
3371,business,2018.0,3.0,,,1.0
10464,computer science,2014.0,2.0,,3.0,56.0
10317,medical informatics,2014.0,2.0,,2.0,31.0
5360,business,2017.0,3.0,,,4.0
2794,computer science,2019.0,3.0,,,3.0
8119,computer science,2016.0,3.0,,,94.0
9262,computer science,2015.0,3.0,,,9.0
9840,mathematics,2014.0,2.0,,1.0,9.0
11499,multidisciplinary sciences,2011.0,2.0,,,67.0
8019,communication,2016.0,3.0,,,206.0
3755,"public, environmental & occupational health",2018.0,3.0,,,206.0
9564,communication,2015.0,3.0,,,206.0
6549,hospitality,2017.0,3.0,,,1.0
6570,computer science,2017.0,3.0,,,56.0
6575,computer science,2017.0,3.0,,,1.0
711,anthropology,2019.0,3.0,,,21.0
7316,business,2016.0,3.0,,,56.0
6728,nursing,2017.0,3.0,,,
11193,nursing,2012.0,2.0,,,
2885,information science & library science,2018.0,3.0,,,1.0
5915,business,2017.0,3.0,,,6.0
7420,business,2016.0,3.0,,,1.0
895,communication,2019.0,3.0,,,1.0
4559,business,2018.0,3.0,,,6.0
284,business,,,,,1.0
5009,information science & library science,2018.0,3.0,,,1.0
6428,business,2017.0,3.0,,,166.0
10376,hospitality,2014.0,2.0,,3.0,13.0
57,business,2019.0,3.0,,,13.0
10655,business,2013.0,2.0,,3.0,242.0
1971,business,2019.0,3.0,,,128.0
11468,business,2011.0,2.0,,3.0,242.0
2470,political science,2019.0,3.0,,,6.0
2185,nutrition & dietetics,2019.0,3.0,,,
3742,psychology,2018.0,3.0,,,32.0
146,business,2019.0,3.0,,,1.0
1935,environmental studies,2019.0,3.0,,,13.0
593,hospitality,,,,,161.0
225,computer science,2019.0,3.0,,,2.0
815,computer science,2019.0,3.0,,,50.0
2101,environmental studies,2019.0,3.0,,,14.0
2789,psychology,2019.0,3.0,,,6.0
3240,environmental sciences,2018.0,3.0,,,47.0
4887,urban studies,2018.0,3.0,,,6.0
5021,language & linguistics,2018.0,3.0,,,4.0
7892,automation & control systems,2016.0,3.0,,,2.0
1230,physics,2019.0,3.0,,,9.0
5432,multidisciplinary sciences,2017.0,3.0,,,2.0
4054,computer science,2018.0,3.0,,,5.0
1721,psychology,2019.0,3.0,,,4.0
462,psychology,2019.0,3.0,,,4.0
3806,psychiatry,2018.0,3.0,,,4.0
7588,psychology,2016.0,3.0,,,4.0
8292,management,2016.0,3.0,,,6.0
889,computer science,2019.0,3.0,,,
11496,psychology,2011.0,2.0,,2.0,4.0
11163,psychology,2012.0,2.0,,2.0,4.0
6980,psychology,2017.0,3.0,,,26.0
4206,psychology,2018.0,3.0,,,26.0
10546,education & educational research,2013.0,2.0,,,319.0
6786,education & educational research,2017.0,3.0,,,93.0
1241,endocrinology & metabolism,,,,,
1898,"public, environmental & occupational health",2019.0,3.0,,,11.0
2155,multidisciplinary sciences,2019.0,3.0,,,46.0
3092,ergonomics,2018.0,3.0,,,16.0
4367,nursing,2018.0,3.0,,,123.0
5321,endocrinology & metabolism,2018.0,3.0,,,11.0
5533,health care sciences & services,2017.0,3.0,,,35.0
6459,psychology,2017.0,3.0,,,4.0
10421,nursing,2014.0,2.0,,2.0,31.0
10911,oncology,2013.0,2.0,,3.0,8.0
5638,health care sciences & services,2017.0,3.0,,,198.0
5474,computer science,2017.0,3.0,,,27.0
3496,nutrition & dietetics,2018.0,3.0,,,81.0
10233,obstetrics & gynecology,2014.0,2.0,,,105.0
8657,health care sciences & services,2015.0,3.0,,,81.0
459,"public, environmental & occupational health",2019.0,3.0,,,23.0
5206,education & educational research,2017.0,3.0,,,42.0
9275,nutrition & dietetics,2015.0,3.0,,,8.0
8543,clinical neurology,2016.0,3.0,,,81.0
10482,health care sciences & services,2014.0,2.0,,,105.0
8063,substance abuse,2016.0,3.0,,,109.0
4114,psychiatry,2018.0,3.0,,,26.0
7603,health care sciences & services,2016.0,3.0,,,16.0
5192,substance abuse,2017.0,3.0,,,23.0
6450,psychology,2017.0,3.0,,,23.0
1294,information science & library science,2019.0,3.0,,,56.0
3430,health care sciences & services,2018.0,3.0,,,35.0
4744,education & educational research,2018.0,3.0,,,43.0
7642,"public, environmental & occupational health",2016.0,3.0,,,56.0
10273,business,2014.0,2.0,,,
11363,business,2012.0,2.0,,2.0,1.0
8322,communication,2016.0,3.0,,,7.0
8883,communication,2015.0,3.0,,,22.0
3101,computer science,2018.0,3.0,,,2.0
4528,business,2018.0,3.0,,,1.0
6206,business,2017.0,3.0,,,1.0
952,business,2019.0,3.0,,,1.0
1051,business,2019.0,3.0,,,84.0
4271,business,2018.0,3.0,,,1.0
6814,management,2017.0,3.0,,,74.0
358,hospitality,2019.0,3.0,,,1.0
3592,communication,2018.0,3.0,,,17.0
931,political science,2019.0,3.0,,,22.0
517,social sciences,2019.0,3.0,,,12.0
1772,communication,2019.0,3.0,,,7.0
2256,computer science,2019.0,3.0,,,7.0
2623,computer science,2019.0,3.0,,,2.0
3645,social sciences,2018.0,3.0,,,33.0
4649,communication,2018.0,3.0,,,12.0
5442,computer science,2017.0,3.0,,,21.0
5597,information science & library science,2017.0,3.0,,,7.0
5620,communication,2017.0,3.0,,,7.0
5621,communication,2017.0,3.0,,,22.0
5692,communication,2017.0,3.0,,,7.0
5955,multidisciplinary sciences,2017.0,3.0,,,2.0
8033,communication,2016.0,3.0,,,12.0
8240,communication,2016.0,3.0,,,7.0
9297,political science,2015.0,3.0,,,12.0
9487,communication,2015.0,3.0,,,12.0
4767,political science,2018.0,3.0,,,7.0
7482,communication,2016.0,3.0,,,12.0
8308,communication,2016.0,3.0,,,7.0
9218,communication,2015.0,3.0,,,50.0
6034,computer science,2017.0,3.0,,,6.0
7740,communication,2016.0,3.0,,,29.0
9532,computer science,2015.0,3.0,,,7.0
10404,computer science,2014.0,2.0,,1.0,7.0
10558,multidisciplinary sciences,2013.0,2.0,,1.0,6.0
4103,hospitality,2018.0,3.0,,,79.0
1819,engineering,2019.0,3.0,,,5.0
8380,business,2016.0,3.0,,,9.0
8771,communication,2015.0,3.0,,,6.0
5754,public administration,2017.0,3.0,,,17.0
7202,political science,2016.0,3.0,,,173.0
10194,environmental studies,2014.0,2.0,,,71.0
4498,demography,2018.0,3.0,,,15.0
301,communication,2020.0,4.0,,,78.0
6854,communication,2017.0,3.0,,,7.0
7196,political science,2016.0,3.0,,,7.0
8553,communication,2016.0,3.0,,,7.0
927,communication,2019.0,3.0,,,7.0
294,computer science,,,,,2.0
1158,business,2019.0,3.0,,,7.0
1234,communication,2020.0,4.0,,,12.0
1273,criminology & penology,2019.0,3.0,,,12.0
1608,communication,2019.0,3.0,,,12.0
1631,communication,2019.0,3.0,,,12.0
2407,political science,2019.0,3.0,,,64.0
2528,business,2019.0,3.0,,,43.0
2833,communication,2019.0,3.0,,,12.0
3183,environmental sciences,2018.0,3.0,,,71.0
3224,information science & library science,2018.0,3.0,,,29.0
3475,psychology,2018.0,3.0,,,12.0
3780,communication,2018.0,3.0,,,7.0
4346,computer science,2018.0,3.0,,,58.0
4359,political science,2018.0,3.0,,,12.0
4993,information science & library science,2018.0,3.0,,,7.0
5042,communication,2018.0,3.0,,,7.0
5594,communication,2017.0,3.0,,,12.0
6327,substance abuse,2017.0,3.0,,,12.0
6500,psychology,2017.0,3.0,,,6.0
6510,information science & library science,2017.0,3.0,,,85.0
7777,communication,2016.0,3.0,,,127.0
7933,political science,2016.0,3.0,,,22.0
8327,computer science,2016.0,3.0,,,12.0
8664,political science,2015.0,3.0,,,12.0
777,communication,,,,,12.0
765,communication,,,,,22.0
981,psychology,2019.0,3.0,,,4.0
2074,sociology,2019.0,3.0,,,
3866,communication,2018.0,3.0,,,7.0
4201,political science,2018.0,3.0,,,22.0
4659,computer science,2018.0,3.0,,,
4872,public administration,2018.0,3.0,,,
7914,social sciences,2016.0,3.0,,,12.0
8930,business,2015.0,3.0,,,15.0
3001,information science & library science,2018.0,3.0,,,12.0
6485,communication,2017.0,3.0,,,108.0
9029,multidisciplinary sciences,2015.0,3.0,,,49.0
7032,humanities,2016.0,3.0,,,21.0
5970,communication,2017.0,3.0,,,22.0
7809,computer science,2016.0,3.0,,,22.0
9086,political science,2015.0,3.0,,,21.0
1746,computer science,,,,,5.0
3256,religion,2018.0,3.0,,,64.0
4078,asian studies,2018.0,3.0,,,64.0
4382,communication,2018.0,3.0,,,22.0
4543,communication,2018.0,3.0,,,22.0
4912,ethnic studies,2018.0,3.0,,,50.0
5498,sociology,2017.0,3.0,,,1.0
7887,computer science,2016.0,3.0,,,50.0
8100,communication,2016.0,3.0,,,134.0
8504,criminology & penology,2016.0,3.0,,,50.0
3393,communication,2018.0,3.0,,,40.0
3923,multidisciplinary sciences,2018.0,3.0,,,28.0
2857,environmental sciences,2018.0,3.0,,,1.0
2980,environmental sciences,2018.0,3.0,,,199.0
6730,business,2017.0,3.0,,,128.0
1524,psychology,2019.0,3.0,,,2.0
2265,psychology,2019.0,3.0,,,24.0
3215,psychology,2018.0,3.0,,,4.0
2054,education & educational research,2019.0,3.0,,,4.0
5976,psychology,2017.0,3.0,,,319.0
10594,computer science,2013.0,2.0,,2.0,4.0
3398,"public, environmental & occupational health",2018.0,3.0,,,
3361,psychology,2018.0,3.0,,,4.0
3955,computer science,2018.0,3.0,,,4.0
5784,computer science,2017.0,3.0,,,
7475,communication,2016.0,3.0,,,4.0
10165,criminology & penology,2014.0,2.0,,,
2061,psychology,2019.0,3.0,,,
8732,psychology,2015.0,3.0,,,57.0
9368,psychology,2015.0,3.0,,,24.0
11490,psychology,2011.0,2.0,,2.0,4.0
5252,psychology,2017.0,3.0,,,4.0
10765,psychology,2013.0,2.0,,2.0,4.0
3712,linguistics,2018.0,3.0,,,80.0
1414,language & linguistics,2019.0,3.0,,,80.0
748,information science & library science,2019.0,3.0,,,2.0
487,computer science,2019.0,3.0,,,106.0
2393,computer science,2019.0,3.0,,,2.0
2521,computer science,2019.0,3.0,,,5.0
4609,communication,2018.0,3.0,,,
